"Year","Race","Sex","Age","qx","px","lx","dx","Lx","Tx","ex"
1970,"BlackAll","Males",14,0.00114,0.99886,0.9527,0.00109,0.95216,46.59202,48.91
1970,"BlackAll","Males",15,0.00152,0.99848,0.95161,0.00145,0.95089,45.63986,47.96
1970,"BlackAll","Males",16,0.00192,0.99808,0.95016,0.00182,0.94925,44.68897,47.03
1970,"BlackAll","Males",17,0.00232,0.99768,0.94834,0.0022,0.94724,43.73972,46.12
1970,"BlackAll","Males",18,0.00275,0.99725,0.94614,0.0026,0.94484,42.79248,45.23
1970,"BlackAll","Males",19,0.00319,0.99681,0.94354,0.00301,0.94203,41.84764,44.35
1970,"BlackAll","Males",20,0.00373,0.99627,0.94053,0.00351,0.93878,40.90561,43.49
1970,"BlackAll","Males",21,0.00432,0.99568,0.93702,0.00405,0.935,39.96683,42.65
1970,"BlackAll","Males",22,0.00482,0.99518,0.93297,0.0045,0.93071,39.03183,41.84
1970,"BlackAll","Males",23,0.00507,0.99493,0.92847,0.00471,0.92612,38.10112,41.04
1970,"BlackAll","Males",24,0.00511,0.99489,0.92376,0.00472,0.92139,37.175,40.24
1970,"BlackAll","Males",25,0.00504,0.99496,0.91904,0.00463,0.91673,36.25361,39.45
1970,"BlackAll","Males",26,0.005,0.995,0.91441,0.00457,0.91213,35.33688,38.64
1970,"BlackAll","Males",27,0.005,0.995,0.90984,0.00455,0.90756,34.42475,37.84
1970,"BlackAll","Males",28,0.00513,0.99487,0.90529,0.00464,0.90297,33.51719,37.02
1970,"BlackAll","Males",29,0.00534,0.99466,0.90065,0.00481,0.89825,32.61422,36.21
1970,"BlackAll","Males",30,0.00558,0.99442,0.89584,0.005,0.89334,31.71597,35.4
1970,"BlackAll","Males",31,0.00579,0.99421,0.89084,0.00516,0.88826,30.82263,34.6
1970,"BlackAll","Males",32,0.00604,0.99396,0.88568,0.00535,0.88301,29.93437,33.8
1970,"BlackAll","Males",33,0.00636,0.99364,0.88033,0.0056,0.87752,29.05136,33
1970,"BlackAll","Males",34,0.00672,0.99328,0.87473,0.00588,0.87179,28.17384,32.21
1970,"BlackAll","Males",35,0.00712,0.99288,0.86885,0.00619,0.86575,27.30205,31.42
1970,"BlackAll","Males",36,0.00753,0.99247,0.86266,0.0065,0.85941,26.4363,30.65
1970,"BlackAll","Males",37,0.00801,0.99199,0.85616,0.00686,0.85273,25.57689,29.87
1970,"BlackAll","Males",38,0.00852,0.99148,0.8493,0.00724,0.84568,24.72416,29.11
1970,"BlackAll","Males",39,0.00908,0.99092,0.84206,0.00765,0.83824,23.87848,28.36
1970,"BlackAll","Males",40,0.00966,0.99034,0.83441,0.00806,0.83038,23.04024,27.61
1970,"BlackAll","Males",41,0.01025,0.98975,0.82635,0.00847,0.82211,22.20986,26.88
1970,"BlackAll","Males",42,0.01089,0.98911,0.81788,0.00891,0.81343,21.38775,26.15
1970,"BlackAll","Males",43,0.01157,0.98843,0.80897,0.00936,0.80429,20.57432,25.43
1970,"BlackAll","Males",44,0.01232,0.98768,0.79961,0.00985,0.79469,19.77003,24.72
1970,"BlackAll","Males",45,0.01309,0.98691,0.78976,0.01034,0.78459,18.97534,24.03
1970,"BlackAll","Males",46,0.01389,0.98611,0.77942,0.01083,0.77401,18.19075,23.34
1970,"BlackAll","Males",47,0.01478,0.98522,0.76859,0.01136,0.7629,17.41674,22.66
1970,"BlackAll","Males",48,0.01573,0.98427,0.75723,0.01191,0.75128,16.65384,21.99
1970,"BlackAll","Males",49,0.01677,0.98323,0.74532,0.0125,0.73907,15.90256,21.34
1970,"BlackAll","Males",50,0.01788,0.98212,0.73282,0.0131,0.72627,15.16349,20.69
1970,"BlackAll","Males",51,0.01909,0.98091,0.71972,0.01374,0.71285,14.43722,20.06
1970,"BlackAll","Males",52,0.02037,0.97963,0.70598,0.01438,0.69879,13.72437,19.44
1970,"BlackAll","Males",53,0.02169,0.97831,0.6916,0.015,0.6841,13.02558,18.83
1970,"BlackAll","Males",54,0.02304,0.97696,0.6766,0.01559,0.66881,12.34148,18.24
1970,"BlackAll","Males",55,0.02445,0.97555,0.66101,0.01616,0.65293,11.67267,17.66
1970,"BlackAll","Males",56,0.02593,0.97407,0.64485,0.01672,0.63649,11.01974,17.09
1970,"BlackAll","Males",57,0.02751,0.97249,0.62813,0.01728,0.61949,10.38325,16.53
1970,"BlackAll","Males",58,0.02922,0.97078,0.61085,0.01785,0.60192,9.76376,15.98
1970,"BlackAll","Males",59,0.03108,0.96892,0.593,0.01843,0.58379,9.16184,15.45
1970,"BlackAll","Males",60,0.03309,0.96691,0.57457,0.01901,0.56506,8.57805,14.93
1970,"BlackAll","Males",61,0.03519,0.96481,0.55556,0.01955,0.54579,8.01299,14.42
1970,"BlackAll","Males",62,0.03739,0.96261,0.53601,0.02004,0.52598,7.4672,13.93
1970,"BlackAll","Males",63,0.0396,0.9604,0.51597,0.02043,0.50576,6.94122,13.45
1970,"BlackAll","Males",64,0.04175,0.95825,0.49554,0.02069,0.4852,6.43546,12.99
